497,3,0
497,3,0
497,3,0
497,3,0
497,3,0
497,3,0
497,3,0
497,3,0
497,3,0
496,3,1
496,3,1
496,3,1
496,3,1
496,3,1
496,3,1
495,3,2
495,3,2
495,3,2
495,4,1
495,4,1
495,4,1
495,4,1
495,4,1
495,5,0
493,5,2
493,5,2
492,5,3
492,5,3
492,6,2
492,6,2
490,6,4
490,6,4
489,6,5
489,7,4
488,7,5
487,7,6
485,7,8
485,8,7
485,8,7
484,8,8
484,8,8
484,8,8
484,9,7
481,11,8
481,11,8
478,11,11
474,11,15
472,11,17
471,11,18
470,14,16
469,15,16
469,15,16
468,15,17
465,15,20
463,15,22
462,15,23
460,15,25
456,15,29
453,20,27
451,20,29
444,20,36
443,20,37
442,21,37
433,22,45
433,22,45
420,24,56
414,24,62
413,24,63
412,24,64
409,24,67
405,33,62
367,33,100
368,33,99
361,36,103
358,36,106
346,36,118
346,36,118
341,36,123
333,48,119
327,50,123
314,50,136
311,74,115
302,74,124
301,74,125
296,74,130
287,75,138
277,76,147
264,76,160
258,77,165
252,77,171
252,78,170
247,79,174
238,81,181
231,85,184
226,90,184
216,90,194
213,90,197
207,90,203
207,90,203
197,216,87
181,224,95
176,225,99
164,227,109
156,227,117
154,227,119
153,235,112
148,257,95
138,262,100
131,274,95
124,296,80
122,296,82
118,296,86
112,301,87
