99752,170,78
99747,174,79
99738,181,81
99731,184,85
99726,184,90
99716,194,90
99713,197,90
99707,203,90
99707,203,90
99697,87,216
99681,95,224
99674,101,225
99665,108,227
99656,117,227
99654,119,227
99653,112,235
99648,95,257
99638,100,262
99631,95,274
99624,80,296
99622,82,296
99618,86,296
99612,87,301
99610,85,305
99608,73,319
99602,70,328
99596,72,332
99591,69,340
99589,71,340
99588,69,343
